Event_ID,Timestamp,User_ID,Username,IP_Address,Device_Type,Operating_System,Browser,Location,Country,Authentication_Method,Login_Status,Failure_Reason,Account_Status,Login_Hour,Is_Night_Login,Session_ID,User_Failed_Login_Count,IP_Failed_Login_Count,Users_Per_IP,Locations_Per_User,Risk_Score,Risk_Level
EVT_110426,2026-08-08 13:40:06,USR_1166,user_1166,192.168.1.107,Desktop,macOS,Safari,Dubai,UAE,SSO,Success,,Active,13,No,FCC8FEEA-47C5-43F9,10,14.0,4,2,0,Low
EVT_110427,2026-08-08 13:40:40,USR_1101,user_1101,192.168.1.10,Laptop,macOS,Chrome,New York,USA,MFA,Success,,Active,13,No,CFADD330-26C6-4478,8,6.0,3,2,0,Low
EVT_110428,2026-08-08 13:41:01,USR_1079,user_1079,192.168.1.245,Laptop,Windows,Edge,Singapore,Singapore,Biometric,Success,,Active,13,No,64440367-4C88-4079,12,7.0,1,1,15,Low
EVT_110429,2026-08-08 13:42:04,USR_1243,user_1243,10.0.0.212,Laptop,Linux,Edge,Berlin,Germany,Password,Success,,Active,13,No,1C43E0E4-271D-4804,8,10.0,2,1,0,Low
EVT_110430,2026-08-08 13:42:22,USR_1117,user_1117,192.168.1.61,Tablet,Android,Firefox,Mumbai,India,MFA,Success,,Active,13,No,C6D0F1F0-268C-4CFD,11,3.0,1,1,0,Low
EVT_110431,2026-08-08 13:44:17,USR_1159,user_1159,10.0.0.79,Mobile,Android,Chrome,Berlin,Germany,Password,Success,,Active,13,No,E938C3FF-136F-4F91,7,13.0,3,1,0,Low
EVT_110432,2026-08-08 13:45:22,USR_1217,user_1217,192.168.1.90,Laptop,macOS,Edge,Mumbai,India,Password,Success,,Active,13,No,D9E66C32-2030-4C6C,7,7.0,2,1,0,Low
EVT_110433,2026-08-08 13:46:35,USR_1073,user_1073,192.168.1.107,Tablet,Android,Safari,Tokyo,Japan,Password,Success,,Active,13,No,B63B16D6-FF3A-4944,7,14.0,4,1,0,Low
EVT_110434,2026-08-08 13:47:53,USR_1069,user_1069,192.168.1.176,Desktop,Windows,Firefox,New York,USA,MFA,Success,,Active,13,No,6D675F37-5032-49A5,14,2.0,1,3,15,Low
EVT_110435,2026-08-08 13:49:34,USR_1203,user_1203,10.0.0.136,Mobile,Android,Safari,Sydney,Australia,SSO,Success,,Active,13,No,A9DC4EB9-76EB-4E1B,12,6.0,1,2,15,Low
EVT_110436,2026-08-08 13:50:23,USR_1228,user_1228,10.0.0.26,Tablet,Android,Firefox,London,UK,SSO,Success,,Active,13,No,6E2C8CC9-D27A-4F81,11,4.0,1,2,0,Low
EVT_110437,2026-08-08 13:51:39,USR_1138,user_1138,10.0.0.120,Mobile,iOS,Safari,Berlin,Germany,Biometric,Success,,Active,13,No,CF07E1C0-D90F-4F74,11,3.0,1,1,0,Low
EVT_110438,2026-08-08 13:52:20,USR_1194,user_1194,10.0.0.175,Mobile,iOS,Safari,London,UK,Password,Success,,Active,13,No,02AFDC60-65E5-4357,10,5.0,1,2,0,Low
EVT_110439,2026-08-08 13:53:18,USR_1238,user_1238,192.168.1.71,Desktop,Linux,Firefox,Tokyo,Japan,MFA,Success,,Active,13,No,6AB3BBB8-542A-4D70,7,4.0,2,2,0,Low
EVT_110440,2026-08-08 13:55:07,USR_1193,user_1193,198.51.100.42,Mobile,iOS,Edge,Sydney,Australia,Password,Success,,Active,13,No,CA495F36-4799-441C,12,105.0,116,4,55,High
EVT_110441,2026-08-08 13:55:21,USR_1208,user_1208,192.168.1.152,Laptop,Linux,Safari,Paris,France,MFA,Success,,Active,13,No,7C6C5D3A-F3D3-4A59,7,8.0,2,1,0,Low
EVT_110442,2026-08-08 13:56:02,USR_1048,user_1048,192.168.1.150,Mobile,Android,Edge,Paris,France,Password,Success,,Active,13,No,4F72F3BF-4845-4DE1,8,4.0,1,2,0,Low
EVT_110443,2026-08-08 13:56:25,USR_1175,user_1175,10.0.0.22,Mobile,Android,Safari,Paris,France,Biometric,Success,,Active,13,No,27A5BF3C-9E28-4071,11,10.0,3,3,0,Low
EVT_110444,2026-08-08 13:57:31,USR_1226,user_1226,192.168.1.132,Mobile,Android,Firefox,Paris,France,SSO,Success,,Active,13,No,0CB9951F-4F11-4D14,13,6.0,1,3,15,Low
EVT_110445,2026-08-08 13:57:47,USR_1004,user_1004,192.168.1.139,Desktop,Windows,Edge,Mumbai,India,MFA,Success,,Active,13,No,54305647-7661-4B67,12,12.0,3,2,15,Low
EVT_110446,2026-08-08 13:59:07,USR_1155,user_1155,192.168.1.124,Laptop,macOS,Chrome,Singapore,Singapore,Biometric,Success,,Active,13,No,99E54F6B-BABB-4290,11,9.0,3,1,0,Low
EVT_110447,2026-08-08 13:59:32,USR_1157,user_1157,10.0.0.209,Tablet,iOS,Safari,Berlin,Germany,Password,Success,,Active,13,No,3E2E9A22-CD64-44FB,12,3.0,1,2,15,Low
EVT_110448,2026-08-08 14:00:09,USR_1072,user_1072,192.168.1.231,Desktop,Linux,Edge,Mumbai,India,Password,Success,,Active,14,No,18F73F9D-1EA6-48FB,12,2.0,1,3,15,Low
EVT_110449,2026-08-08 14:00:54,USR_1123,user_1123,10.0.0.76,Laptop,macOS,Chrome,London,UK,Biometric,Success,,Active,14,No,1704A141-D39A-43EF,5,10.0,2,2,0,Low
EVT_110450,2026-08-08 14:01:48,USR_1149,user_1149,192.168.1.209,Laptop,macOS,Chrome,London,UK,Password,Success,,Active,14,No,165A1C8D-16D7-48AB,5,5.0,2,1,0,Low
EVT_110451,2026-08-08 14:02:12,USR_1142,user_1142,10.0.0.202,Laptop,Windows,Firefox,London,UK,SSO,Success,,Active,14,No,F9C8EE92-9B51-4DC2,11,10.0,3,1,0,Low
EVT_110452,2026-08-08 14:04:01,USR_1142,user_1142,10.0.0.202,Laptop,Windows,Safari,London,UK,Biometric,Success,,Active,14,No,225381D9-1023-4926,11,10.0,3,1,0,Low
EVT_110453,2026-08-08 14:04:43,USR_1246,user_1246,192.168.1.25,Mobile,Android,Edge,London,UK,Biometric,Success,,Active,14,No,46E9C502-E356-470A,8,6.0,2,2,0,Low
EVT_110454,2026-08-08 14:05:11,USR_1184,user_1184,192.168.1.42,Desktop,Linux,Firefox,Mumbai,India,Biometric,Success,,Active,14,No,5F82F1B1-8464-45A9,7,5.0,2,1,0,Low
EVT_110455,2026-08-08 14:05:45,USR_1117,user_1117,192.168.1.61,Tablet,Android,Chrome,Mumbai,India,SSO,Failed,Incorrect Password,Active,14,No,90B21270-6B17-493E,11,3.0,1,1,30,Medium
EVT_110456,2026-08-08 14:07:09,USR_1153,user_1153,192.168.1.153,Mobile,iOS,Edge,Singapore,Singapore,Password,Success,,Active,14,No,0AF3B7B3-99F9-4ED4,10,3.0,1,3,0,Low
EVT_110457,2026-08-08 14:07:15,USR_1101,user_1101,192.168.1.10,Laptop,Windows,Chrome,New York,USA,Biometric,Success,,Active,14,No,8E9E8D5A-115B-45DE,8,6.0,3,2,0,Low
EVT_110458,2026-08-08 14:08:40,USR_1188,user_1188,10.0.0.183,Tablet,Android,Safari,Berlin,Germany,SSO,Success,,Active,14,No,2185EAD8-6630-4665,11,7.0,1,3,0,Low
EVT_110459,2026-08-08 14:08:45,USR_1171,user_1171,10.0.0.52,Tablet,iOS,Safari,Toronto,Canada,Password,Success,,Active,14,No,F1C27584-AE73-4D90,6,11.0,3,1,0,Low
EVT_110460,2026-08-08 14:09:45,USR_1152,user_1152,192.168.1.44,Tablet,iOS,Edge,Paris,France,MFA,Success,,Active,14,No,23BE37E6-43F2-49ED,11,4.0,1,3,0,Low
EVT_110461,2026-08-08 14:11:32,USR_1027,user_1027,192.168.1.46,Laptop,Linux,Edge,Paris,France,Password,Success,,Active,14,No,AA473BF7-B039-49FF,10,5.0,1,1,0,Low
EVT_110462,2026-08-08 14:11:50,USR_1029,user_1029,10.0.0.239,Tablet,Android,Chrome,Dubai,UAE,SSO,Success,,Active,14,No,F6EB12B8-B560-409F,12,11.0,2,3,15,Low
EVT_110463,2026-08-08 14:13:47,USR_1005,user_1005,10.0.0.193,Tablet,iOS,Edge,Singapore,Singapore,MFA,Success,,Active,14,No,73A7ED6E-46DF-4618,11,8.0,2,4,10,Low
EVT_110464,2026-08-08 14:14:24,USR_1231,user_1231,10.0.0.40,Tablet,Android,Safari,London,UK,Password,Success,,Active,14,No,BBA40440-0465-44FA,6,7.0,3,1,0,Low
EVT_110465,2026-08-08 14:15:23,USR_1009,user_1009,192.168.1.205,Desktop,Windows,Edge,Mumbai,India,MFA,Success,,Active,14,No,6ED79ECD-00F3-4EF3,5,4.0,2,1,0,Low
EVT_110466,2026-08-08 14:15:54,USR_1141,user_1141,192.168.1.82,Mobile,Android,Edge,London,UK,Biometric,Success,,Active,14,No,4BDFF3BE-0B35-4E8C,9,4.0,1,3,0,Low
EVT_110467,2026-08-08 14:16:39,USR_1083,user_1083,10.0.0.20,Desktop,Windows,Safari,Dubai,UAE,Password,Success,,Active,14,No,562F2D85-930F-4E66,7,1.0,1,1,0,Low
EVT_110468,2026-08-08 14:17:00,USR_1193,user_1193,10.0.0.119,Mobile,Android,Chrome,Sydney,Australia,SSO,Success,,Active,14,No,34C5E8E1-ED5F-4A63,12,11.0,3,4,25,Medium
EVT_110469,2026-08-08 14:17:57,USR_1157,user_1157,10.0.0.209,Tablet,iOS,Safari,Berlin,Germany,SSO,Success,,Active,14,No,FCE0E581-BBB7-4EEF,12,3.0,1,2,15,Low
EVT_110470,2026-08-08 14:19:35,USR_1197,user_1197,10.0.0.55,Mobile,iOS,Chrome,Tokyo,Japan,MFA,Failed,Incorrect Password,Active,14,No,33682635-99CE-48B7,8,13.0,4,3,30,Medium
EVT_110471,2026-08-08 14:20:12,USR_1209,user_1209,192.168.1.175,Tablet,iOS,Edge,Paris,France,Password,Success,,Active,14,No,451D1FED-B552-4425,7,3.0,1,1,0,Low
EVT_110472,2026-08-08 14:21:07,USR_1180,user_1180,10.0.0.148,Desktop,Windows,Edge,New York,USA,Biometric,Success,,Active,14,No,0EFC19C9-9D47-489C,9,17.0,4,2,20,Low
EVT_110473,2026-08-08 14:22:24,USR_1138,user_1138,10.0.0.120,Mobile,iOS,Safari,Berlin,Germany,Biometric,Success,,Active,14,No,99657063-D1DF-40EF,11,3.0,1,1,0,Low
EVT_110474,2026-08-08 14:24:07,USR_1150,user_1150,192.168.1.215,Tablet,iOS,Safari,Tokyo,Japan,Password,Success,,Active,14,No,070FA005-7D3D-4498,11,9.0,2,4,10,Low
EVT_110475,2026-08-08 14:24:20,USR_1145,user_1145,10.0.0.227,Desktop,macOS,Chrome,Paris,France,Password,Success,,Active,14,No,CDEC97FC-88AE-4A7F,7,2.0,1,2,0,Low
EVT_110476,2026-08-08 14:24:34,USR_1207,user_1207,10.0.0.194,Tablet,Android,Firefox,London,UK,MFA,Success,,Active,14,No,D2DF4399-54AF-47CA,6,10.0,2,1,0,Low
EVT_110477,2026-08-08 14:25:48,USR_1000,user_1000,192.168.1.16,Mobile,iOS,Edge,London,UK,Password,Success,,Active,14,No,BACB7172-B4AC-4D45,11,20.0,4,2,20,Low
EVT_110478,2026-08-08 14:25:53,USR_1002,user_1002,10.0.0.161,Tablet,Android,Firefox,Singapore,Singapore,MFA,Success,,Active,14,No,D0D8683B-9AB5-4834,11,3.0,1,1,0,Low
EVT_110479,2026-08-08 14:27:07,USR_1082,user_1082,10.0.0.237,Laptop,Windows,Firefox,Toronto,Canada,Biometric,Success,,Active,14,No,CF1A29A4-D46A-4DBB,6,2.0,1,3,0,Low
EVT_110480,2026-08-08 14:27:47,USR_1234,user_1234,203.0.113.115,Tablet,iOS,Firefox,Berlin,Germany,MFA,Failed,Incorrect Password,Active,14,No,D667C79E-5AD1-41EC,12,113.0,125,2,75,Critical
EVT_110481,2026-08-08 14:28:04,USR_1198,user_1198,192.168.1.216,Tablet,Android,Firefox,Dubai,UAE,SSO,Success,,Active,14,No,AFAE3A8C-6DC6-4334,8,11.0,3,2,0,Low
EVT_110482,2026-08-08 14:29:14,USR_1248,user_1248,192.168.1.41,Mobile,iOS,Firefox,Paris,France,MFA,Success,,Active,14,No,67C74BF4-ED0C-4375,7,4.0,1,3,0,Low
EVT_110483,2026-08-08 14:30:05,USR_1038,user_1038,10.0.0.194,Mobile,iOS,Edge,Paris,France,SSO,Success,,Active,14,No,F17CE35E-3736-4680,13,10.0,2,2,15,Low
EVT_110484,2026-08-08 14:31:47,USR_1183,user_1183,192.168.1.224,Laptop,macOS,Chrome,Mumbai,India,Biometric,Success,,Active,14,No,1493FD51-697C-4FC8,12,7.0,1,1,15,Low
EVT_110485,2026-08-08 14:33:19,USR_1172,user_1172,192.168.1.169,Desktop,Windows,Edge,Tokyo,Japan,Biometric,Failed,Incorrect Password,Active,14,No,013EE085-CFF5-4BFA,8,3.0,1,2,30,Medium
EVT_110486,2026-08-08 14:34:29,USR_1186,user_1186,10.0.0.165,Desktop,Windows,Edge,Sydney,Australia,Biometric,Success,,Active,14,No,E0EC7C5F-4F46-4609,8,9.0,2,1,0,Low
EVT_110487,2026-08-08 14:35:13,USR_1227,user_1227,10.0.0.74,Tablet,iOS,Firefox,Tokyo,Japan,MFA,Success,,Active,14,No,EE6B1F78-94BB-4B53,11,8.0,2,2,0,Low
EVT_110488,2026-08-08 14:35:41,USR_1080,user_1080,10.0.0.30,Laptop,Linux,Chrome,New York,USA,MFA,Success,,Active,14,No,B7AEFB74-4AF0-411D,11,9.0,2,1,0,Low
EVT_110489,2026-08-08 14:36:57,USR_1103,user_1103,10.0.0.119,Desktop,Windows,Edge,Singapore,Singapore,MFA,Success,,Active,14,No,8D3A413F-0227-4301,12,11.0,3,4,25,Medium
EVT_110490,2026-08-08 14:37:08,USR_1111,user_1111,192.168.1.201,Laptop,Linux,Safari,Dubai,UAE,Biometric,Success,,Active,14,No,837CB54A-8459-439D,4,9.0,3,2,0,Low
EVT_110491,2026-08-08 14:38:40,USR_1010,user_1010,192.168.1.107,Mobile,iOS,Edge,London,UK,Biometric,Success,,Active,14,No,0A1BDBC9-C85D-4476,10,14.0,4,3,0,Low
EVT_110492,2026-08-08 14:38:54,USR_1051,user_1051,192.168.1.112,Mobile,iOS,Safari,Berlin,Germany,Password,Success,,Active,14,No,6AD140CB-0597-4342,9,7.0,2,3,0,Low
EVT_110493,2026-08-08 14:39:37,USR_1073,user_1073,192.168.1.107,Tablet,iOS,Edge,Tokyo,Japan,MFA,Success,,Active,14,No,A1CC7DFA-B56D-4A72,7,14.0,4,1,0,Low
EVT_110494,2026-08-08 14:40:08,USR_1203,user_1203,192.168.1.17,Mobile,Android,Firefox,Sydney,Australia,Biometric,Success,,Active,14,No,C9CAD235-68A2-46E4,12,17.0,3,2,35,Medium
EVT_110495,2026-08-08 14:41:24,USR_1093,user_1093,10.0.0.177,Desktop,macOS,Edge,Dubai,UAE,MFA,Success,,Active,14,No,074EEF6A-D545-42D7,7,16.0,2,1,20,Low
EVT_110496,2026-08-08 14:42:03,USR_1043,user_1043,10.0.0.135,Desktop,Windows,Firefox,Dubai,UAE,Biometric,Success,,Active,14,No,488B7D7A-234D-4B5E,14,8.0,1,1,15,Low
EVT_110497,2026-08-08 14:43:32,USR_1100,user_1100,192.168.1.172,Mobile,iOS,Chrome,London,UK,Biometric,Success,,Active,14,No,80A20C37-C68C-4523,10,5.0,2,2,0,Low
EVT_110498,2026-08-08 14:45:14,USR_1212,user_1212,192.168.1.179,Mobile,iOS,Edge,Berlin,Germany,Biometric,Success,,Active,14,No,F68BE089-33EC-464D,4,3.0,2,1,0,Low
EVT_110499,2026-08-08 14:47:01,USR_1081,user_1081,10.0.0.27,Laptop,Linux,Chrome,London,UK,SSO,Success,,Active,14,No,11653796-1240-49A9,10,9.0,3,1,0,Low
EVT_110500,2026-08-08 14:47:07,USR_1120,user_1120,45.23.59.109,Desktop,Windows,Safari,Singapore,Singapore,SSO,Failed,Incorrect Password,Active,14,No,824D51F7-C874-4F77,20,1.0,1,3,45,Medium
EVT_110501,2026-08-08 14:48:56,USR_1012,user_1012,192.168.1.147,Tablet,iOS,Edge,Paris,France,SSO,Success,,Active,14,No,520075BD-41A2-4569,7,9.0,3,2,0,Low
EVT_110502,2026-08-08 14:49:26,USR_1119,user_1119,10.0.0.178,Laptop,Linux,Chrome,Mumbai,India,Password,Success,,Active,14,No,C11F1528-B3F8-4CA7,9,3.0,1,2,0,Low
EVT_110503,2026-08-08 14:50:06,USR_1139,user_1139,10.0.0.123,Laptop,Linux,Chrome,Paris,France,Biometric,Success,,Active,14,No,750FED2A-6C2A-4AB4,11,2.0,1,3,0,Low
EVT_110504,2026-08-08 14:50:23,USR_1138,user_1138,10.0.0.120,Mobile,iOS,Chrome,Berlin,Germany,Password,Success,,Active,14,No,B9C1AABC-4C0C-44BC,11,3.0,1,1,0,Low
EVT_110505,2026-08-08 14:50:49,USR_1087,user_1087,10.0.0.90,Desktop,Linux,Safari,Berlin,Germany,MFA,Success,,Active,14,No,FEEDC618-1721-4F03,11,2.0,1,1,0,Low
EVT_110506,2026-08-08 14:51:53,USR_1050,user_1050,192.168.1.247,Laptop,Windows,Chrome,Mumbai,India,MFA,Success,,Active,14,No,33C8A53C-8A02-4663,12,11.0,4,5,25,Medium
EVT_110507,2026-08-08 14:53:41,USR_1007,user_1007,192.168.1.204,Laptop,macOS,Edge,New York,USA,Biometric,Success,,Active,14,No,B9076BD5-4F67-4145,15,8.0,1,2,15,Low
EVT_110508,2026-08-08 14:55:35,USR_1200,user_1200,10.0.0.72,Desktop,Linux,Edge,Sydney,Australia,MFA,Success,,Active,14,No,B26D5485-7DB6-4D70,11,3.0,1,1,0,Low
EVT_110509,2026-08-08 14:56:12,USR_1199,user_1199,192.168.1.121,Mobile,Android,Safari,Paris,France,Biometric,Success,,Active,14,No,9E417863-793B-48BD,9,10.0,3,2,0,Low
EVT_110510,2026-08-08 14:58:04,USR_1175,user_1175,10.0.0.22,Mobile,iOS,Chrome,Paris,France,SSO,Success,,Active,14,No,6BC04277-40F6-4C69,11,10.0,3,3,0,Low
EVT_110511,2026-08-08 14:59:28,USR_1228,user_1228,192.168.1.220,Tablet,Android,Safari,London,UK,Password,Success,,Active,14,No,720D8182-E934-4459,11,6.0,1,2,0,Low
EVT_110512,2026-08-08 15:00:21,USR_1090,user_1090,10.0.0.99,Desktop,Windows,Chrome,Tokyo,Japan,MFA,Success,,Active,15,No,DBB06983-3F8A-4B64,10,3.0,1,3,0,Low
EVT_110513,2026-08-08 15:01:55,USR_1243,user_1243,192.168.1.211,Laptop,Linux,Firefox,Berlin,Germany,SSO,Success,,Active,15,No,03DDE8FD-149D-4792,8,2.0,1,1,0,Low
EVT_110514,2026-08-08 15:03:08,USR_1228,user_1228,192.168.1.220,Tablet,Android,Edge,London,UK,MFA,Success,,Active,15,No,DD65A922-000A-48D5,11,6.0,1,2,0,Low
EVT_110515,2026-08-08 15:03:15,USR_1202,user_1202,10.0.0.166,Tablet,Android,Firefox,Paris,France,MFA,Failed,MFA Failed,Active,15,No,6BE8A0EB-BF13-4C3B,9,4.0,1,2,30,Medium
EVT_110516,2026-08-08 15:03:30,USR_1153,user_1153,192.168.1.153,Mobile,iOS,Safari,Singapore,Singapore,SSO,Success,,Active,15,No,7C111767-114D-4968,10,3.0,1,3,0,Low
EVT_110517,2026-08-08 15:03:37,USR_1216,user_1216,10.0.0.69,Desktop,macOS,Chrome,Berlin,Germany,Password,Success,,Active,15,No,5F052107-3A7E-4561,8,9.0,3,3,0,Low
EVT_110518,2026-08-08 15:04:33,USR_1046,user_1046,192.168.1.197,Desktop,macOS,Chrome,London,UK,Password,Success,,Active,15,No,144A7FAC-3705-409A,5,3.0,1,1,0,Low
EVT_110519,2026-08-08 15:06:22,USR_1126,user_1126,10.0.0.140,Desktop,Linux,Chrome,Toronto,Canada,SSO,Success,,Active,15,No,4F3E074F-D573-43C2,12,3.0,1,2,15,Low
EVT_110520,2026-08-08 15:08:09,USR_1139,user_1139,192.0.2.8,Laptop,Linux,Edge,Paris,France,MFA,Failed,Incorrect Password,Active,15,No,B25BFACE-585C-4F1D,11,98.0,111,3,60,High
EVT_110521,2026-08-08 15:08:42,USR_1104,user_1104,192.168.1.29,Laptop,Linux,Firefox,London,UK,Biometric,Success,,Active,15,No,047DF847-1D78-4095,15,6.0,1,4,25,Medium
EVT_110522,2026-08-08 15:09:46,USR_1248,user_1248,192.168.1.41,Mobile,iOS,Safari,Paris,France,Password,Success,,Active,15,No,E43B26B1-147B-4E63,7,4.0,1,3,0,Low
EVT_110523,2026-08-08 15:10:54,USR_1157,user_1157,10.0.0.209,Tablet,iOS,Edge,Berlin,Germany,SSO,Success,,Active,15,No,6FA27E47-AEB0-4325,12,3.0,1,2,15,Low
EVT_110524,2026-08-08 15:12:47,USR_1201,user_1201,192.168.1.235,Laptop,Windows,Chrome,Berlin,Germany,MFA,Success,,Active,15,No,3A1DB82D-C76C-4AB2,11,3.0,1,4,10,Low
EVT_110525,2026-08-08 15:13:33,USR_1151,user_1151,192.168.1.152,Desktop,Windows,Chrome,New York,USA,SSO,Success,,Active,15,No,B966AE3C-FB9F-42A3,9,8.0,2,1,0,Low
EVT_110526,2026-08-08 15:13:52,USR_1110,user_1110,192.168.1.236,Tablet,iOS,Firefox,Singapore,Singapore,Biometric,Success,,Active,15,No,DF141939-489A-499D,10,3.0,1,3,0,Low
EVT_110527,2026-08-08 15:14:47,USR_1155,user_1155,10.0.0.239,Laptop,Windows,Edge,Singapore,Singapore,SSO,Success,,Active,15,No,F61661BB-2B1F-4AF7,11,11.0,2,1,0,Low
EVT_110528,2026-08-08 15:15:25,USR_1007,user_1007,10.0.0.216,Laptop,Linux,Safari,New York,USA,Biometric,Success,,Active,15,No,7C7A281F-3EA5-404D,15,11.0,3,2,15,Low
EVT_110529,2026-08-08 15:16:10,USR_1182,user_1182,192.168.1.203,Laptop,Windows,Safari,New York,USA,Biometric,Success,,Active,15,No,4CD0133A-54B6-41C5,11,5.0,2,2,0,Low
EVT_110530,2026-08-08 15:16:46,USR_1240,user_1240,192.168.1.130,Desktop,Linux,Chrome,Dubai,UAE,SSO,Failed,MFA Failed,Active,15,No,E31CDAD1-6CF4-475B,10,5.0,1,3,30,Medium
EVT_110531,2026-08-08 15:18:06,USR_1071,user_1071,192.168.1.114,Tablet,iOS,Edge,Tokyo,Japan,Password,Success,,Active,15,No,57179984-CB9F-4206,5,6.0,2,1,0,Low
EVT_110532,2026-08-08 15:18:51,USR_1204,user_1204,192.168.1.134,Mobile,iOS,Firefox,Tokyo,Japan,SSO,Success,,Active,15,No,8BAB3929-4D63-4EC4,13,4.0,1,3,15,Low
EVT_110533,2026-08-08 15:19:16,USR_1090,user_1090,192.168.1.248,Desktop,Linux,Edge,Tokyo,Japan,MFA,Success,,Active,15,No,0CF89C05-A04B-420A,10,3.0,1,3,0,Low
EVT_110534,2026-08-08 15:20:46,USR_1182,user_1182,192.168.1.203,Laptop,Windows,Edge,New York,USA,Password,Success,,Active,15,No,E3352B25-FFF9-4B8C,11,5.0,2,2,0,Low
EVT_110535,2026-08-08 15:22:29,USR_1140,user_1140,192.168.1.131,Laptop,Windows,Chrome,Singapore,Singapore,Biometric,Success,,Active,15,No,9B425871-0B6E-48D1,11,1.0,1,3,0,Low
EVT_110536,2026-08-08 15:24:17,USR_1130,user_1130,10.0.0.27,Mobile,iOS,Edge,Sydney,Australia,Password,Success,,Active,15,No,E92D3560-238A-4952,5,9.0,3,2,0,Low
EVT_110537,2026-08-08 15:25:35,USR_1119,user_1119,10.0.0.178,Laptop,macOS,Firefox,Mumbai,India,MFA,Success,,Active,15,No,231FCAF4-0C8F-4CE9,9,3.0,1,2,0,Low
EVT_110538,2026-08-08 15:26:08,USR_1037,user_1037,10.0.0.121,Laptop,macOS,Chrome,London,UK,Password,Success,,Active,15,No,69B8D14B-7A0E-4681,9,2.0,1,3,0,Low
EVT_110539,2026-08-08 15:26:32,USR_1028,user_1028,192.168.1.200,Mobile,iOS,Edge,Mumbai,India,Password,Success,,Active,15,No,9ED84D15-EEC5-4B1A,14,9.0,2,3,15,Low
EVT_110540,2026-08-08 15:28:18,USR_1193,user_1193,192.168.1.146,Mobile,Android,Firefox,Sydney,Australia,Biometric,Success,,Active,15,No,CEB95F12-ABC9-4D96,12,5.0,1,4,25,Medium
EVT_110541,2026-08-08 15:28:29,USR_1225,user_1225,10.0.0.13,Mobile,Android,Firefox,London,UK,MFA,Success,,Active,15,No,0696F9EB-2F33-46F0,11,3.0,1,1,0,Low
EVT_110542,2026-08-08 15:29:59,USR_1104,user_1104,10.0.0.236,Laptop,Linux,Safari,London,UK,SSO,Success,,Active,15,No,62F62DDD-633C-4263,15,7.0,2,4,25,Medium
EVT_110543,2026-08-08 15:30:06,USR_1055,user_1055,10.0.0.11,Desktop,macOS,Safari,Dubai,UAE,MFA,Success,,Active,15,No,A9CF67E7-E988-4C37,11,6.0,1,1,0,Low
EVT_110544,2026-08-08 15:30:56,USR_1084,user_1084,192.168.1.178,Mobile,iOS,Firefox,Toronto,Canada,MFA,Success,,Active,15,No,90BD3D5F-ABCF-4502,8,4.0,1,2,0,Low
EVT_110545,2026-08-08 15:31:15,USR_1102,user_1102,192.168.1.51,Tablet,iOS,Safari,Berlin,Germany,Biometric,Failed,MFA Failed,Active,15,No,FBDA5FD7-AD01-42C4,15,6.0,1,4,55,High
EVT_110546,2026-08-08 15:32:32,USR_1186,user_1186,192.168.1.52,Desktop,macOS,Firefox,Sydney,Australia,Biometric,Success,,Active,15,No,21571DC2-72D8-4E73,8,3.0,1,1,0,Low
EVT_110547,2026-08-08 15:32:43,USR_1111,user_1111,10.0.0.49,Laptop,macOS,Safari,Dubai,UAE,MFA,Success,,Active,15,No,05FD49F9-274E-4956,4,2.0,1,2,0,Low
EVT_110548,2026-08-08 15:33:26,USR_1014,user_1014,10.0.0.190,Desktop,macOS,Safari,Dubai,UAE,Password,Success,,Active,15,No,30FFC261-A259-4090,10,8.0,2,2,0,Low
EVT_110549,2026-08-08 15:34:55,USR_1027,user_1027,10.0.0.77,Laptop,Windows,Chrome,Paris,France,SSO,Success,,Active,15,No,D82E9CF7-3793-4643,10,9.0,2,1,0,Low
EVT_110550,2026-08-08 15:36:38,USR_1194,user_1194,192.168.1.139,Mobile,Android,Safari,London,UK,Password,Success,,Active,15,No,ACD99466-1AF5-4018,10,12.0,3,2,0,Low
EVT_110551,2026-08-08 15:37:02,USR_1223,user_1223,192.168.1.21,Mobile,Android,Chrome,Berlin,Germany,Biometric,Success,,Active,15,No,F0BACDDB-0A84-4B4F,15,9.0,2,2,15,Low
EVT_110552,2026-08-08 15:39:02,USR_1118,user_1118,10.0.0.220,Laptop,macOS,Edge,Sydney,Australia,Password,Success,,Active,15,No,AEA51C69-68A1-4DAE,12,9.0,2,1,15,Low
EVT_110553,2026-08-08 15:39:59,USR_1050,user_1050,10.0.0.148,Laptop,Linux,Edge,Mumbai,India,Biometric,Success,,Active,15,No,8BE2A819-23F2-4DEF,12,17.0,4,5,45,Medium
EVT_110554,2026-08-08 15:40:42,USR_1248,user_1248,10.0.0.129,Mobile,Android,Safari,Paris,France,SSO,Success,,Active,15,No,617EA98F-D7F3-4F7F,7,8.0,2,3,0,Low
EVT_110555,2026-08-08 15:41:26,USR_1116,user_1116,192.168.1.233,Tablet,iOS,Firefox,Toronto,Canada,MFA,Success,,Active,15,No,23337F29-826C-466B,9,18.0,3,4,30,Medium
EVT_110556,2026-08-08 15:42:45,USR_1119,user_1119,10.0.0.178,Laptop,macOS,Chrome,Mumbai,India,Biometric,Success,,Active,15,No,A0FEFBF9-86BC-4003,9,3.0,1,2,0,Low
